index,mean energies,mean magnetisations
660,-199.497,-9.09091e-05
661,-199.498,-9.07716e-05
662,-199.498,-9.06344e-05
663,-199.499,-9.04977e-05
664,-199.5,-9.03614e-05
665,-199.501,-9.02256e-05
666,-199.501,-9.00901e-05
667,-199.502,-8.9955e-05
668,-199.491,-0.00011976
669,-199.492,-0.000119581
670,-199.493,-0.000119403
671,-199.493,-0.000119225
672,-199.494,-0.000119048
673,-199.495,-0.000118871
674,-199.496,-0.000118694
675,-199.496,-0.000118519
676,-199.497,-0.000118343
677,-199.498,-0.000118168
678,-199.499,-0.000117994
679,-199.499,-0.00011782
680,-199.5,-0.000117647
681,-199.501,-0.000117474
682,-199.501,-0.000117302
683,-199.502,-0.00011713
684,-199.503,-0.000116959
685,-199.504,-0.000116788
686,-199.504,-0.000116618
687,-199.505,-0.000116448
688,-199.506,-0.000116279
689,-199.507,-0.00011611
690,-199.507,-0.000115942
691,-199.508,-0.000115774
692,-199.509,-0.000115607
693,-199.498,-8.65801e-05
694,-199.499,-8.64553e-05
695,-199.499,-8.63309e-05
696,-199.5,-8.62069e-05
697,-199.501,-8.60832e-05
698,-199.501,-8.59599e-05
699,-199.491,-0.000114449
700,-199.491,-0.000114286
701,-199.492,-0.000114123
702,-199.493,-0.00011396
703,-199.494,-0.000113798
704,-199.494,-0.000113636
705,-199.495,-0.000113475
706,-199.496,-0.000113314
707,-199.496,-0.000113154
708,-199.497,-0.000112994
709,-199.498,-0.000112835
710,-199.499,-0.000112676
711,-199.499,-0.000112518
712,-199.5,-0.00011236
713,-199.501,-0.000112202
714,-199.501,-0.000112045
715,-199.502,-0.000111888
716,-199.503,-0.000111732
717,-199.503,-0.000111576
718,-199.504,-0.000111421
719,-199.505,-0.000111266
720,-199.506,-0.000111111
721,-199.506,-0.000110957
722,-199.507,-0.000110803
723,-199.508,-0.00011065
724,-199.508,-0.000110497
725,-199.509,-0.000110345
726,-199.51,-0.000110193
727,-199.51,-0.000110041
728,-199.511,-0.00010989
729,-199.512,-0.000109739
730,-199.512,-0.000109589
731,-199.513,-0.000109439
732,-199.514,-0.00010929
733,-199.514,-0.000109141
734,-199.515,-0.000108992
735,-199.516,-0.000108844
736,-199.516,-0.000108696
737,-199.517,-0.000108548
738,-199.518,-0.000108401
739,-199.518,-0.000108254
740,-199.519,-0.000108108
741,-199.52,-0.000107962
742,-199.52,-0.000107817
743,-199.521,-0.000107672
744,-199.521,-0.000107527
745,-199.522,-0.000107383
746,-199.523,-0.000107239
747,-199.523,-0.000107095
748,-199.524,-0.000106952
749,-199.525,-0.000106809
750,-199.525,-0.000106667
751,-199.526,-0.000106525
752,-199.527,-0.000106383
753,-199.527,-0.000106242
754,-199.528,-0.000106101
755,-199.528,-0.00010596
756,-199.529,-0.00010582
757,-199.53,-0.00010568
758,-199.53,-0.000105541
759,-199.531,-0.000105402
760,-199.532,-0.000105263
761,-199.532,-0.000105125
762,-199.522,-0.000131234
763,-199.523,-0.000131062
764,-199.524,-0.00013089
765,-199.524,-0.000130719
766,-199.525,-0.000130548
767,-199.525,-0.000130378
768,-199.526,-0.000130208
769,-199.527,-0.000130039
770,-199.527,-0.00012987
771,-199.528,-0.000129702
772,-199.529,-0.000129534
773,-199.529,-0.000129366
774,-199.53,-0.000129199
775,-199.53,-0.000129032
776,-199.531,-0.000128866
777,-199.532,-0.0001287
778,-199.532,-0.000128535
779,-199.533,-0.00012837
780,-199.533,-0.000128205
781,-199.534,-0.000128041
782,-199.535,-0.000127877
783,-199.535,-0.000127714
784,-199.536,-0.000127551
785,-199.536,-0.000127389
786,-199.537,-0.000127226
787,-199.537,-0.000127065
788,-199.538,-0.000126904
789,-199.539,-0.000126743
790,-199.539,-0.000126582
791,-199.54,-0.000126422
792,-199.54,-0.000126263
793,-199.541,-0.000126103
794,-199.542,-0.000125945
795,-199.542,-0.000125786
796,-199.543,-0.000125628
797,-199.543,-0.000125471
798,-199.544,-0.000125313
799,-199.544,-0.000125156
800,-199.545,-0.000125
801,-199.546,-0.000124844
802,-199.546,-0.000124688
803,-199.547,-0.000124533
804,-199.547,-0.000124378
805,-199.548,-0.000124224
806,-199.548,-0.000124069
807,-199.549,-0.000123916
808,-199.549,-0.000123762
809,-199.55,-0.000123609
810,-199.551,-0.000123457
811,-199.551,-0.000123305
812,-199.552,-0.000123153
813,-199.552,-0.000123001
814,-199.553,-0.00012285
815,-199.553,-0.000122699
816,-199.554,-0.000122549
817,-199.554,-0.000122399
818,-199.555,-0.000122249
819,-199.556,-0.0001221
820,-199.556,-0.000121951
821,-199.557,-0.000121803
822,-199.557,-0.000121654
823,-199.558,-0.000121507
824,-199.558,-0.000121359
825,-199.559,-0.000121212
826,-199.559,-0.000121065
827,-199.56,-0.000120919
828,-199.56,-0.000120773
829,-199.561,-0.000120627
830,-199.561,-0.000120482
831,-199.562,-0.000120337
832,-199.562,-0.000120192
833,-199.563,-0.000120048
834,-199.564,-0.000119904
835,-199.564,-0.00011976
836,-199.565,-0.000119617
837,-199.556,-0.000143369
838,-199.556,-0.000143198
839,-199.557,-0.000143027
840,-199.557,-0.000142857
841,-199.558,-0.000142687
842,-199.558,-0.000142518
843,-199.559,-0.000142349
844,-199.559,-0.00014218
845,-199.56,-0.000142012
846,-199.56,-0.000141844
847,-199.561,-0.000141676
848,-199.561,-0.000141509
849,-199.562,-0.000141343
850,-199.562,-0.000141176
851,-199.563,-0.000141011
852,-199.563,-0.000140845
853,-199.564,-0.00014068
854,-199.564,-0.000140515
855,-199.565,-0.000140351
856,-199.565,-0.000140187
857,-199.566,-0.000140023
858,-199.566,-0.00013986
859,-199.567,-0.000139697
860,-199.567,-0.000139535
861,-199.568,-0.000139373
862,-199.568,-0.000139211
863,-199.569,-0.00013905
864,-199.569,-0.000138889
865,-199.57,-0.000138728
866,-199.57,-0.000138568
867,-199.571,-0.000138408
868,-199.571,-0.000138249
869,-199.572,-0.00013809
870,-199.572,-0.000137931
871,-199.573,-0.000137773
872,-199.573,-0.000137615
873,-199.574,-0.000137457
874,-199.574,-0.0001373
875,-199.575,-0.000137143
876,-199.575,-0.000136986
877,-199.576,-0.00013683
878,-199.576,-0.000136674
879,-199.577,-0.000136519
880,-199.577,-0.000136364
881,-199.578,-0.000136209
882,-199.578,-0.000136054
883,-199.579,-0.0001359
884,-199.579,-0.000135747
885,-199.58,-0.000135593
886,-199.58,-0.00013544
887,-199.581,-0.000135287
888,-199.581,-0.000135135
889,-199.582,-0.000134983
890,-199.582,-0.000134831
891,-199.582,-0.00013468
892,-199.583,-0.000134529
893,-199.583,-0.000134378
894,-199.584,-0.000134228
895,-199.584,-0.000134078
896,-199.585,-0.000133929
897,-199.585,-0.000133779
898,-199.586,-0.00013363
899,-199.586,-0.000133482
900,-199.587,-0.000133333
901,-199.587,-0.000133185
902,-199.588,-0.000133038
903,-199.588,-0.00013289
904,-199.589,-0.000132743
905,-199.589,-0.000132597
906,-199.589,-0.00013245
907,-199.59,-0.000132304
908,-199.59,-0.000132159
909,-199.591,-0.000132013
910,-199.591,-0.000131868
911,-199.592,-0.000131723
912,-199.592,-0.000131579
913,-199.593,-0.000131435
914,-199.593,-0.000131291
915,-199.593,-0.000131148
916,-199.594,-0.000131004
917,-199.594,-0.000130861
918,-199.595,-0.000130719
919,-199.595,-0.000130577
920,-199.596,-0.000130435
921,-199.596,-0.000130293
922,-199.597,-0.000130152
923,-199.597,-0.000130011
924,-199.597,-0.00012987
925,-199.598,-0.00012973
926,-199.598,-0.00012959
927,-199.59,-0.000107875
928,-199.591,-0.000107759
929,-199.591,-0.000107643
930,-199.591,-0.000107527
931,-199.592,-0.000107411
932,-199.592,-0.000107296
933,-199.593,-0.000107181
934,-199.593,-0.000107066
935,-199.594,-0.000106952
936,-199.594,-0.000106838
937,-199.594,-0.000106724
938,-199.595,-0.00010661
939,-199.595,-0.000106496
940,-199.596,-0.000106383
941,-199.596,-0.00010627
942,-199.597,-0.000106157
943,-199.597,-0.000106045
944,-199.597,-0.000105932
945,-199.598,-0.00010582
946,-199.598,-0.000105708
947,-199.599,-0.000105597
948,-199.599,-0.000105485
949,-199.6,-0.000105374
950,-199.6,-0.000105263
951,-199.6,-0.000105152
952,-199.601,-0.000105042
953,-199.601,-0.000104932
954,-199.602,-0.000104822
955,-199.602,-0.000104712
956,-199.594,-8.3682e-05
957,-199.595,-8.35946e-05
958,-199.595,-8.35073e-05
959,-199.595,-8.34202e-05
960,-199.596,-8.33333e-05
961,-199.596,-8.32466e-05
962,-199.597,-8.31601e-05
963,-199.597,-8.30737e-05
964,-199.598,-8.29875e-05
965,-199.598,-8.29016e-05
966,-199.598,-8.28157e-05
967,-199.599,-8.27301e-05
968,-199.599,-8.26446e-05
969,-199.6,-8.25593e-05
970,-199.6,-8.24742e-05
971,-199.6,-8.23893e-05
972,-199.601,-8.23045e-05
973,-199.601,-8.22199e-05
974,-199.602,-8.21355e-05
975,-199.602,-8.20513e-05
976,-199.602,-8.19672e-05
977,-199.603,-8.18833e-05
978,-199.603,-8.17996e-05
979,-199.604,-8.1716e-05
980,-199.604,-8.16327e-05
981,-199.604,-8.15494e-05
982,-199.605,-8.14664e-05
983,-199.605,-8.13835e-05
984,-199.598,-0.000101626
985,-199.598,-0.000101523
986,-199.598,-0.00010142
987,-199.599,-0.000101317
988,-199.599,-0.000101215
989,-199.6,-0.000101112
990,-199.6,-0.00010101
991,-199.6,-0.000100908
992,-199.601,-0.000100806
993,-199.601,-0.000100705
994,-199.602,-0.000100604
995,-199.602,-0.000100503
996,-199.59,-0.000100402
997,-199.591,-0.000100301
998,-199.591,-0.0001002
999,-199.592,-0.0001001
1000,-199.592,-0.0001
1001,-199.592,-9.99001e-05
1002,-199.593,-9.98004e-05
1003,-199.593,-9.97009e-05
1004,-199.594,-9.96016e-05
1005,-199.594,-9.95025e-05
1006,-199.594,-9.94036e-05
1007,-199.595,-9.93049e-05
1008,-199.595,-9.92063e-05
1009,-199.588,-7.92864e-05
1010,-199.588,-7.92079e-05
1011,-199.589,-7.91296e-05
